Plot Title: EagleRiverWtrLvl												
#	"Date Time, GMT-08:00"	"Abs Pres, psi (LGR S/N: 9939973, SEN S/N: 9939973)"	"Temp, °F (LGR S/N: 9939973, SEN S/N: 9939973)"	Ave Temp	"Abs Pres Barom., psi (LGR S/N: 9939974, SEN S/N: 9939974)"	"Sensor Depth, feet (LGR S/N: 9939973)"	Ave Depth	Coupler Detached (LGR S/N: 9939973)	Coupler Attached (LGR S/N: 9939973)	Host Connected (LGR S/N: 9939973)	Stopped (LGR S/N: 9939973)	End Of File (LGR S/N: 9939973)
5416	9/16/2014 21:45	15.2751	43.5		14.5215	1.74						
5417	9/16/2014 22:00	15.2699	43.6		14.5199	1.73						
5418	9/16/2014 22:15	15.2751	43.6		14.5176	1.75						
5419	9/16/2014 22:30	15.2725	43.6		14.5171	1.74						
5420	9/16/2014 22:45	15.2674	43.8		14.5165	1.73						
5421	9/16/2014 23:00	15.2752	43.8		14.5165	1.75						
5422	9/16/2014 23:15	15.2778	43.8		14.516	1.76						
5423	9/16/2014 23:30	15.2726	43.8		14.5132	1.75						
5424	9/16/2014 23:45	15.2752	43.8		14.5103	1.77						
5425	9/17/2014 0:00	15.2752	43.8	42.3	14.5081	1.77	1.73					
5426	9/17/2014 0:15	15.2674	43.6		14.5058	1.76						
5427	9/17/2014 0:30	15.2751	43.6		14.5073	1.77						
5428	9/17/2014 0:45	15.2751	43.6		14.5049	1.78						
5429	9/17/2014 1:00	15.2517	43.6		14.4988	1.74						
5430	9/17/2014 1:15	15.2517	43.6		14.4948	1.75						
5431	9/17/2014 1:30	15.2568	43.5		14.4948	1.76						
5432	9/17/2014 1:45	15.249	43.5		14.4869	1.76						
5433	9/17/2014 2:00	15.2516	43.5		14.4869	1.76						
5434	9/17/2014 2:15	15.249	43.5		14.4814	1.77						
5435	9/17/2014 2:30	15.2516	43.5		14.4774	1.79						
5436	9/17/2014 2:45	15.2413	43.5		14.4751	1.77						
5437	9/17/2014 3:00	15.2359	43.3		14.4687	1.77						
5438	9/17/2014 3:15	15.2256	43.3		14.4672	1.75						
5439	9/17/2014 3:30	15.249	43.3		14.4649	1.81						
5440	9/17/2014 3:45	15.2385	43.3		14.4621	1.79						
5441	9/17/2014 4:00	15.2385	43.1		14.4578	1.80						
5442	9/17/2014 4:15	15.2307	43.1		14.4532	1.79						
5443	9/17/2014 4:30	15.241	42.9		14.4487	1.83						
5444	9/17/2014 4:45	15.2279	42.9		14.4463	1.80						
5445	9/17/2014 5:00	15.2253	42.7		14.4397	1.81						
5446	9/17/2014 5:15	15.2123	42.7		14.4375	1.79						
5447	9/17/2014 5:30	15.2123	42.5		14.4329	1.80						
5448	9/17/2014 5:45	15.2149	42.5		14.4308	1.81						
5449	9/17/2014 6:00	15.2252	42.4		14.4282	1.84						
5450	9/17/2014 6:15	15.2095	42.4		14.424	1.81						
5451	9/17/2014 6:30	15.2147	42.2		14.4217	1.83						
5452	9/17/2014 6:45	15.2147	42.2		14.4191	1.84						
5453	9/17/2014 7:00	15.225	42.0		14.4149	1.87						
5454	9/17/2014 7:15	15.1913	42.0		14.4149	1.79						
5455	9/17/2014 7:30	15.2094	41.8		14.4166	1.83						
5456	9/17/2014 7:45	15.2146	41.8		14.4149	1.85						
5457	9/17/2014 8:00	15.212	41.8		14.413	1.84						
5458	9/17/2014 8:15	15.2066	41.6		14.4109	1.84						
5459	9/17/2014 8:30	15.2197	41.6		14.4069	1.88						
5460	9/17/2014 8:45	15.1859	41.6		14.4069	1.80						
5461	9/17/2014 9:00	15.204	41.4		14.4031	1.85						
5462	9/17/2014 9:15	15.1884	41.4		14.3993	1.82						
5463	9/17/2014 9:30	15.1962	41.4		14.3976	1.84						
5464	9/17/2014 9:45	15.191	41.3		14.3956	1.84						
5465	9/17/2014 10:00	15.1805	41.3		14.3959	1.81						
5466	9/17/2014 10:15	15.1649	41.3		14.3922	1.78						
5467	9/17/2014 10:30	15.1753	41.3		14.3908	1.81						
5468	9/17/2014 10:45	15.1753	41.3		14.3875	1.82						
5469	9/17/2014 11:00	15.1779	41.3		14.3857	1.83						
5470	9/17/2014 11:15	15.1493	41.3		14.3796	1.78						
5471	9/17/2014 11:30	15.1546	41.3		14.3782	1.79						
5472	9/17/2014 11:45	15.1415	41.3		14.3744	1.77						
5473	9/17/2014 12:00	15.1389	41.3		14.3724	1.77						
5474	9/17/2014 12:15	15.1337	41.3		14.3724	1.76						
5475	9/17/2014 12:30	15.1337	41.3		14.367	1.77						
5476	9/17/2014 12:45	15.1286	41.3		14.3635	1.77						
5477	9/17/2014 13:00	15.1311	41.3		14.3579	1.78						
5478	9/17/2014 13:15	15.1182	41.3		14.3564	1.76						
5479	9/17/2014 13:30	15.1103	41.3		14.3584	1.73						
5480	9/17/2014 13:45	15.1103	41.3		14.3564	1.74						
5481	9/17/2014 14:00	15.0973	41.3		14.3526	1.72						
5482	9/17/2014 14:15	15.0999	41.3		14.3468	1.74						
5483	9/17/2014 14:30	15.0817	41.4		14.3438	1.70						
5484	9/17/2014 14:45	15.0741	41.4		14.339	1.70						
5485	9/17/2014 15:00	15.0817	41.4		14.3357	1.72						
5486	9/17/2014 15:15	15.061	41.6		14.337	1.67						
5487	9/17/2014 15:30	15.0715	41.6		14.3315	1.71						
5488	9/17/2014 15:45	15.0636	41.6		14.3277	1.70						
5489	9/17/2014 16:00	15.0612	41.8		14.3302	1.69						
5490	9/17/2014 16:15	15.0585	41.8		14.3284	1.68						
5491	9/17/2014 16:30	15.0612	42.0		14.3239	1.70						
5492	9/17/2014 16:45	15.0456	42.0		14.3212	1.67						
5493	9/17/2014 17:00	15.0326	42.0		14.3199	1.64						
5494	9/17/2014 17:15	15.0378	42.0		14.3186	1.66						
5495	9/17/2014 17:30	15.0352	42.0		14.3152	1.66						
5496	9/17/2014 17:45	15.0379	42.2		14.3145	1.67						
5497	9/17/2014 18:00	15.0379	42.2		14.311	1.68						
5498	9/17/2014 18:15	15.0379	42.4		14.3115	1.68						
5499	9/17/2014 18:30	15.012	42.4		14.3057	1.63						
5500	9/17/2014 18:45	15.0198	42.5		14.3057	1.65						
5501	9/17/2014 19:00	15.0146	42.5		14.3048	1.64						
5502	9/17/2014 19:15	15.0146	42.5		14.298	1.65						
5503	9/17/2014 19:30	15.0017	42.5		14.3007	1.62						
5504	9/17/2014 19:45	15.0017	42.5		14.2997	1.62						
5505	9/17/2014 20:00	14.9965	42.5		14.3026	1.60						
5506	9/17/2014 20:15	14.9991	42.7		14.2993	1.61						
5507	9/17/2014 20:30	14.9991	42.7		14.2983	1.62						
5508	9/17/2014 20:45	14.9965	42.7		14.2972	1.61						
5509	9/17/2014 21:00	14.9888	42.7		14.2968	1.60						
5510	9/17/2014 21:15	14.9939	42.7		14.2962	1.61						
5511	9/17/2014 21:30	14.9939	42.7		14.2939	1.62						
5512	9/17/2014 21:45	14.994	42.9		14.2975	1.61						
5513	9/17/2014 22:00	14.9966	42.9		14.2952	1.62						
5514	9/17/2014 22:15	14.9862	42.9		14.2949	1.60						
5515	9/17/2014 22:30	14.9785	43.1		14.2969	1.57						
5516	9/17/2014 22:45	14.9992	43.1		14.2969	1.62						
5517	9/17/2014 23:00	14.9889	43.3		14.2969	1.60						
5518	9/17/2014 23:15	14.9889	43.3		14.2952	1.60						
5519	9/17/2014 23:30	14.9915	43.5		14.2972	1.60						
5520	9/17/2014 23:45	14.9865	43.6		14.2914	1.60						
5521	9/18/2014 0:00	14.9812	43.6	42.4	14.2898	1.60	1.72					
5522	9/18/2014 0:15	14.9865	43.6		14.2878	1.61						
5523	9/18/2014 0:30	14.9891	43.6		14.2898	1.61						
5524	9/18/2014 0:45	14.9786	43.6		14.2919	1.58						
5525	9/18/2014 1:00	14.9812	43.5		14.2878	1.60						
5526	9/18/2014 1:15	14.9891	43.5		14.2878	1.62						
5527	9/18/2014 1:30	14.9785	43.3		14.2858	1.60						
5528	9/18/2014 1:45	14.9915	43.3		14.2838	1.63						
5529	9/18/2014 2:00	14.9759	43.3		14.2797	1.61						
5530	9/18/2014 2:15	14.9656	43.3		14.2759	1.59						
5531	9/18/2014 2:30	14.9654	43.1		14.2762	1.59						
5532	9/18/2014 2:45	14.9785	43.1		14.2721	1.63						
5533	9/18/2014 3:00	14.968	43.1		14.2739	1.60						
5534	9/18/2014 3:15	14.9654	43.1		14.2719	1.60						
5535	9/18/2014 3:30	14.9759	43.1		14.2675	1.63						
5536	9/18/2014 3:45	14.9733	43.1		14.2674	1.63						
5537	9/18/2014 4:00	14.9576	43.1		14.2653	1.60						
5538	9/18/2014 4:15	14.9707	43.1		14.2616	1.64						
5539	9/18/2014 4:30	14.9654	43.1		14.2616	1.62						
5540	9/18/2014 4:45	14.9628	42.9		14.2613	1.62						
5541	9/18/2014 5:00	14.9472	42.9		14.259	1.59						
5542	9/18/2014 5:15	14.9393	42.9		14.2546	1.58						
5543	9/18/2014 5:30	14.9498	42.7		14.2546	1.60						
5544	9/18/2014 5:45	14.9445	42.7		14.2526	1.60						
5545	9/18/2014 6:00	14.9315	42.7		14.2484	1.58						
5546	9/18/2014 6:15	14.9419	42.7		14.2484	1.60						
5547	9/18/2014 6:30	14.9444	42.5		14.2443	1.62						
5548	9/18/2014 6:45	14.9418	42.5		14.244	1.61						
5549	9/18/2014 7:00	14.9289	42.5		14.242	1.59						
5550	9/18/2014 7:15	14.9315	42.5		14.2362	1.60						
5551	9/18/2014 7:30	14.9313	42.4		14.2382	1.60						
5552	9/18/2014 7:45	14.9313	42.4		14.2321	1.61						
5553	9/18/2014 8:00	14.9287	42.4		14.2298	1.61						
5554	9/18/2014 8:15	14.9261	42.2		14.2278	1.61						
5555	9/18/2014 8:30	14.9261	42.2		14.2278	1.61						
5556	9/18/2014 8:45	14.9235	42.2		14.2278	1.61						
5557	9/18/2014 9:00	14.9261	42.2		14.224	1.62						
5558	9/18/2014 9:15	14.9131	42.0		14.2223	1.59						
5559	9/18/2014 9:30	14.926	42.0		14.2204	1.63						
5560	9/18/2014 9:45	14.9209	42.0		14.2186	1.62						
5561	9/18/2014 10:00	14.9338	42.0		14.2192	1.65						
5562	9/18/2014 10:15	14.9338	42.0		14.2196	1.65						
5563	9/18/2014 10:30	14.9286	42.0		14.2179	1.64						
5564	9/18/2014 10:45	14.9312	42.0		14.2165	1.65						
5565	9/18/2014 11:00	14.9338	42.0		14.2131	1.66						
5566	9/18/2014 11:15	14.9286	42.0		14.2138	1.65						
5567	9/18/2014 11:30	14.9364	42.0		14.2128	1.67						
5568	9/18/2014 11:45	14.926	42.0		14.2117	1.65						
5569	9/18/2014 12:00	14.9469	42.0		14.2098	1.70						
5570	9/18/2014 12:15	14.9338	42.0		14.2098	1.67						
5571	9/18/2014 12:30	14.9338	42.0		14.2091	1.67						
5572	9/18/2014 12:45	14.939	42.0		14.2086	1.69						
5573	9/18/2014 13:00	14.9469	42.0		14.2086	1.70						
5574	9/18/2014 13:15	14.9443	42.0		14.2083	1.70						
5575	9/18/2014 13:30	14.9469	42.0		14.2063	1.71						
5576	9/18/2014 13:45	14.9495	42.0		14.2063	1.71						
5577	9/18/2014 14:00	14.9338	42.0		14.2057	1.68						
5578	9/18/2014 14:15	14.9443	42.0		14.2056	1.70						
5579	9/18/2014 14:30	14.9416	42.0		14.205	1.70						
5580	9/18/2014 14:45	14.9469	42.0		14.2006	1.72						
5581	9/18/2014 15:00	14.9416	42.0		14.2006	1.71						
5582	9/18/2014 15:15	14.9598	42.0		14.2006	1.75						
5583	9/18/2014 15:30	14.9493	41.8		14.2009	1.73						
5584	9/18/2014 15:45	14.9493	41.8		14.2015	1.73						
5585	9/18/2014 16:00	14.9598	41.8		14.1995	1.75						
5586	9/18/2014 16:15	14.9676	41.8		14.2015	1.77						
5587	9/18/2014 16:30	14.9572	42.0		14.1995	1.75						
5588	9/18/2014 16:45	14.9702	42.0		14.1996	1.78						
5589	9/18/2014 17:00	14.9754	42.0		14.1996	1.79						
5590	9/18/2014 17:15	14.9676	42.0		14.1995	1.77						
5591	9/18/2014 17:30	14.9728	42.0		14.2012	1.78						
5592	9/18/2014 17:45	14.978	42.0		14.2009	1.79						
5593	9/18/2014 18:00	14.9859	42.0		14.2009	1.81						
5594	9/18/2014 18:15	14.9728	42.0		14.1989	1.79						
5595	9/18/2014 18:30	15.004	42.0		14.1989	1.86						
5596	9/18/2014 18:45	14.9962	42.0		14.2027	1.83						
5597	9/18/2014 19:00	14.9988	42.0		14.2006	1.84						
5598	9/18/2014 19:15	15.0274	42.0		14.2022	1.90						
5599	9/18/2014 19:30	15.0145	42.0		14.204	1.87						
5600	9/18/2014 19:45	15.0171	42.0		14.2017	1.88						
5601	9/18/2014 20:00	15.0326	42.0		14.2034	1.91						
5602	9/18/2014 20:15	15.03	42.0		14.2033	1.91						
5603	9/18/2014 20:30	15.0378	42.0		14.205	1.92						
5604	9/18/2014 20:45	15.0378	42.0		14.205	1.92						
5605	9/18/2014 21:00	15.0456	42.0		14.207	1.93						
5606	9/18/2014 21:15	15.0456	42.2		14.2091	1.93						
5607	9/18/2014 21:30	15.0456	42.2		14.2093	1.93						
5608	9/18/2014 21:45	15.0535	42.2		14.2093	1.95						
5609	9/18/2014 22:00	15.0717	42.2		14.2131	1.98						
5610	9/18/2014 22:15	15.0691	42.2		14.2149	1.97						
5611	9/18/2014 22:30	15.077	42.2		14.2128	1.99						
5612	9/18/2014 22:45	15.0691	42.2		14.2169	1.97						
5613	9/18/2014 23:00	15.0639	42.2		14.2166	1.96						
5614	9/18/2014 23:15	15.0899	42.2		14.2207	2.01						
5615	9/18/2014 23:30	15.082	42.2		14.2207	1.99						
5616	9/18/2014 23:45	15.0794	42.2		14.2186	1.99						
5617	9/19/2014 0:00	15.0794	42.2	41.7	14.2227	1.98	1.88					
5618	9/19/2014 0:15	15.0925	42.2		14.2247	2.00						
5619	9/19/2014 0:30	15.0925	42.2		14.2288	1.99						
5620	9/19/2014 0:45	15.082	42.2		14.2268	1.97						
5621	9/19/2014 1:00	15.1106	42.0		14.2288	2.03						
5622	9/19/2014 1:15	15.0976	42.0		14.2326	2.00						
5623	9/19/2014 1:30	15.1132	42.0		14.2346	2.03						
5624	9/19/2014 1:45	15.1184	42.0		14.2346	2.04						
5625	9/19/2014 2:00	15.108	41.8		14.2386	2.01						
5626	9/19/2014 2:15	15.1157	41.8		14.2386	2.02						
5627	9/19/2014 2:30	15.134	41.8		14.2404	2.06						
5628	9/19/2014 2:45	15.1157	41.8		14.2424	2.01						
5629	9/19/2014 3:00	15.1287	41.8		14.2427	2.04						
5630	9/19/2014 3:15	15.1235	41.8		14.2444	2.03						
5631	9/19/2014 3:30	15.1287	41.8		14.2465	2.04						
5632	9/19/2014 3:45	15.1338	41.6		14.2484	2.04						
5633	9/19/2014 4:00	15.1209	41.6		14.2484	2.01						
5634	9/19/2014 4:15	15.1261	41.6		14.2504	2.02						
5635	9/19/2014 4:30	15.1312	41.6		14.2501	2.03						
5636	9/19/2014 4:45	15.1209	41.6		14.2521	2.00						
5637	9/19/2014 5:00	15.1208	41.4		14.2542	2.00						
5638	9/19/2014 5:15	15.1364	41.4		14.2539	2.04						
5639	9/19/2014 5:30	15.1338	41.4		14.2579	2.02						
5640	9/19/2014 5:45	15.1364	41.4		14.26	2.02						
5641	9/19/2014 6:00	15.1389	41.3		14.2617	2.02						
5642	9/19/2014 6:15	15.1415	41.3		14.2637	2.03						
5643	9/19/2014 6:30	15.1389	41.3		14.2637	2.02						
5644	9/19/2014 6:45	15.1441	41.1		14.2678	2.02						
5645	9/19/2014 7:00	15.1389	41.1		14.2678	2.01						
5646	9/19/2014 7:15	15.1363	41.1		14.2719	1.99						
5647	9/19/2014 7:30	15.1206	40.9		14.2719	1.96						
5648	9/19/2014 7:45	15.1414	40.9		14.2759	2.00						
5649	9/19/2014 8:00	15.1544	40.9		14.28	2.02						
5650	9/19/2014 8:15	15.1466	40.9		14.28	2.00						
5651	9/19/2014 8:30	15.1258	40.9		14.284	1.94						
5652	9/19/2014 8:45	15.1285	40.9		14.2884	1.94						
5653	9/19/2014 9:00	15.1361	40.9		14.2904	1.95						
5654	9/19/2014 9:15	15.1257	40.7		14.2925	1.92						
5655	9/19/2014 9:30	15.1414	40.7		14.2946	1.95						
5656	9/19/2014 9:45	15.1335	40.7		14.2967	1.93						
5657	9/19/2014 10:00	15.1257	40.7		14.299	1.91						
5658	9/19/2014 10:15	15.1283	40.7		14.3013	1.91						
5659	9/19/2014 10:30	15.1335	40.7		14.3036	1.91						
5660	9/19/2014 10:45	15.144	40.7		14.3061	1.93						
5661	9/19/2014 11:00	15.1285	40.9		14.3084	1.89						
5662	9/19/2014 11:15	15.1309	40.9		14.3107	1.89						
5663	9/19/2014 11:30	15.118	40.9		14.3091	1.87						
5664	9/19/2014 11:45	15.1285	40.9		14.3142	1.88						
5665	9/19/2014 12:00	15.1285	40.9		14.3173	1.87						
5666	9/19/2014 12:15	15.1232	41.1		14.3239	1.84						
5667	9/19/2014 12:30	15.1232	41.1		14.3242	1.84						
5668	9/19/2014 12:45	15.1128	41.1		14.3247	1.82						
5669	9/19/2014 13:00	15.1232	41.1		14.33	1.83						
5670	9/19/2014 13:15	15.1234	41.3		14.3293	1.83						
5671	9/19/2014 13:30	15.1286	41.3		14.3345	1.83						
5672	9/19/2014 13:45	15.1234	41.3		14.3347	1.82						
5673	9/19/2014 14:00	15.126	41.4		14.3363	1.82						
5674	9/19/2014 14:15	15.1105	41.4		14.338	1.78						
5675	9/19/2014 14:30	15.1129	41.4		14.3403	1.78						
5676	9/19/2014 14:45	15.1287	41.6		14.3406	1.82						
5677	9/19/2014 15:00	15.1209	41.6		14.3428	1.80						
5678	9/19/2014 15:15	15.1209	41.6		14.3428	1.80						
5679	9/19/2014 15:30	15.1209	41.6		14.3467	1.79						
5680	9/19/2014 15:45	15.1131	41.6		14.3481	1.77						
5681	9/19/2014 16:00	15.1235	41.6		14.3489	1.79						
5682	9/19/2014 16:15	15.1209	41.8		14.3521	1.77						
5683	9/19/2014 16:30	15.1235	41.8		14.3519	1.78						
5684	9/19/2014 16:45	15.1209	41.8		14.3554	1.77						
5685	9/19/2014 17:00	15.1287	41.8		14.3567	1.78						
5686	9/19/2014 17:15	15.1235	41.8		14.3605	1.76						
5687	9/19/2014 17:30	15.1287	41.8		14.3622	1.77						
5688	9/19/2014 17:45	15.1237	42.0		14.3625	1.76						
5689	9/19/2014 18:00	15.1289	42.0		14.3648	1.76						
5690	9/19/2014 18:15	15.1211	42.0		14.3669	1.74						
5691	9/19/2014 18:30	15.1158	42.0		14.3706	1.72						
5692	9/19/2014 18:45	15.1263	42.0		14.3721	1.74						
5693	9/19/2014 19:00	15.1289	42.2		14.3757	1.74						
5694	9/19/2014 19:15	15.1315	42.2		14.3757	1.74						
5695	9/19/2014 19:30	15.1446	42.2		14.3819	1.76						
5696	9/19/2014 19:45	15.1367	42.2		14.3825	1.74						
5697	9/19/2014 20:00	15.1472	42.4		14.3866	1.75						
5698	9/19/2014 20:15	15.1576	42.4		14.3914	1.77						
5699	9/19/2014 20:30	15.1446	42.4		14.3934	1.73						
5700	9/19/2014 20:45	15.1628	42.5		14.3992	1.76						
5701	9/19/2014 21:00	15.1628	42.5		14.4011	1.76						
5702	9/19/2014 21:15	15.1654	42.5		14.4051	1.75						
5703	9/19/2014 21:30	15.1602	42.5		14.4109	1.73						
5704	9/19/2014 21:45	15.1785	42.7		14.4133	1.77						
5705	9/19/2014 22:00	15.1785	42.7		14.4215	1.75						
5706	9/19/2014 22:15	15.1915	42.7		14.4297	1.76						
5707	9/19/2014 22:30	15.1915	42.9		14.434	1.75						
5708	9/19/2014 22:45	15.1839	42.9		14.434	1.73						
5709	9/19/2014 23:00	15.2072	42.9		14.4381	1.77						
5710	9/19/2014 23:15	15.2098	42.9		14.4416	1.77						
5711	9/19/2014 23:30	15.2098	42.9		14.4455	1.76						
5712	9/19/2014 23:45	15.2229	43.1		14.4489	1.79						
5713	9/20/2014 0:00	15.2203	43.1	42.4	14.4527	1.77	1.87					
5714	9/20/2014 0:15	15.2255	43.1		14.4524	1.78						
5715	9/20/2014 0:30	15.2255	43.1		14.4523	1.78						
5716	9/20/2014 0:45	15.2488	43.1		14.454	1.83						
5717	9/20/2014 1:00	15.2438	43.3		14.4561	1.82						
5718	9/20/2014 1:15	15.2333	43.3		14.4543	1.80						
5719	9/20/2014 1:30	15.2438	43.3		14.4561	1.82						
5720	9/20/2014 1:45	15.2385	43.3		14.4563	1.80						
5721	9/20/2014 2:00	15.249	43.3		14.4584	1.82						
5722	9/20/2014 2:15	15.2594	43.3		14.4619	1.84						
5723	9/20/2014 2:30	15.2542	43.3		14.4632	1.83						
5724	9/20/2014 2:45	15.2619	43.1		14.4608	1.85						
5725	9/20/2014 3:00	15.2567	43.1		14.4608	1.84						
5726	9/20/2014 3:15	15.2671	43.1		14.4629	1.86						
5727	9/20/2014 3:30	15.2697	43.1		14.4646	1.86						
5728	9/20/2014 3:45	15.2644	42.9		14.4643	1.85						
5729	9/20/2014 4:00	15.2748	42.9		14.4664	1.87						
5730	9/20/2014 4:15	15.2851	42.7		14.4661	1.89						
5731	9/20/2014 4:30	15.2799	42.7		14.4661	1.88						
5732	9/20/2014 4:45	15.2799	42.7		14.4658	1.88						
5733	9/20/2014 5:00	15.3006	42.5		14.4636	1.93						
5734	9/20/2014 5:15	15.2929	42.5		14.4674	1.90						
5735	9/20/2014 5:30	15.3006	42.4		14.4694	1.92						
5736	9/20/2014 5:45	15.3111	42.4		14.4711	1.94						
5737	9/20/2014 6:00	15.3083	42.2		14.4688	1.94						
5738	9/20/2014 6:15	15.3135	42.2		14.4688	1.95						
5739	9/20/2014 6:30	15.3134	42.0		14.4709	1.94						
5740	9/20/2014 6:45	15.3108	42.0		14.4701	1.94						
5741	9/20/2014 7:00	15.3263	41.8		14.4733	1.97						
5742	9/20/2014 7:15	15.3393	41.8		14.4743	2.00						
5743	9/20/2014 7:30	15.3341	41.6		14.4777	1.98						
5744	9/20/2014 7:45	15.3444	41.6		14.4771	2.00						
5745	9/20/2014 8:00	15.3625	41.4		14.4767	2.04						
5746	9/20/2014 8:15	15.3652	41.4		14.4784	2.05						
5747	9/20/2014 8:30	15.3834	41.4		14.4787	2.09						
5748	9/20/2014 8:45	15.3782	41.4		14.4771	2.08						
5749	9/20/2014 9:00	15.3756	41.3		14.4807	2.06						
5750	9/20/2014 9:15	15.3963	41.3		14.4777	2.12						
5751	9/20/2014 9:30	15.3833	41.3		14.479	2.09						
5752	9/20/2014 9:45	15.3807	41.3		14.482	2.07						
5753	9/20/2014 10:00	15.3807	41.3		14.4809	2.08						
5754	9/20/2014 10:15	15.3859	41.3		14.4811	2.09						
5755	9/20/2014 10:30	15.3885	41.3		14.4816	2.09						
5756	9/20/2014 10:45	15.3781	41.3		14.4842	2.06						
5757	9/20/2014 11:00	15.3859	41.3		14.4825	2.08						
5758	9/20/2014 11:15	15.3756	41.3		14.4826	2.06						
5759	9/20/2014 11:30	15.3756	41.3		14.4835	2.06						
5760	9/20/2014 11:45	15.3756	41.3		14.4851	2.05						
5761	9/20/2014 12:00	15.3834	41.4		14.4894	2.06						
5762	9/20/2014 12:15	15.3704	41.4		14.4899	2.03						
5763	9/20/2014 12:30	15.3652	41.4		14.4912	2.02						
5764	9/20/2014 12:45	15.3627	41.6		14.4938	2.00						
5765	9/20/2014 13:00	15.3496	41.6		14.4959	1.97						
5766	9/20/2014 13:15	15.3524	41.8		14.4986	1.97						
5767	9/20/2014 13:30	15.3446	41.8		14.4988	1.95						
5768	9/20/2014 13:45	15.3263	41.8		14.4974	1.91						
5769	9/20/2014 14:00	15.3421	42.0		14.4961	1.95						
5770	9/20/2014 14:15	15.3316	42.0		14.4984	1.92						
5771	9/20/2014 14:30	15.324	42.2		14.4987	1.90						
5772	9/20/2014 14:45	15.329	42.2		14.501	1.91						
5773	9/20/2014 15:00	15.3187	42.2		14.499	1.89						
5774	9/20/2014 15:15	15.3057	42.0		14.4972	1.87						
5775	9/20/2014 15:30	15.3031	42.2		14.4983	1.86						
5776	9/20/2014 15:45	15.3005	42.2		14.4988	1.85						
5777	9/20/2014 16:00	15.2876	42.4		14.4984	1.82						
5778	9/20/2014 16:15	15.2877	42.5		14.499	1.82						
5779	9/20/2014 16:30	15.2851	42.5		14.5001	1.81						
5780	9/20/2014 16:45	15.2799	42.5		14.499	1.80						
5781	9/20/2014 17:00	15.2799	42.7		14.4962	1.81						
5782	9/20/2014 17:15	15.2722	42.7		14.4948	1.79						
5783	9/20/2014 17:30	15.2565	42.7		14.4964	1.75						
5784	9/20/2014 17:45	15.2694	42.5		14.4962	1.78						
5785	9/20/2014 18:00	15.272	42.5		14.4997	1.78						
5786	9/20/2014 18:15	15.2642	42.5		14.4967	1.77						
5787	9/20/2014 18:30	15.2642	42.5		14.4972	1.77						
5788	9/20/2014 18:45	15.2565	42.7		14.4994	1.75						
5789	9/20/2014 19:00	15.2799	42.7		14.5001	1.80						
5790	9/20/2014 19:15	15.2513	42.7		14.5012	1.73						
5791	9/20/2014 19:30	15.2513	42.7		14.5	1.73						
5792	9/20/2014 19:45	15.2617	42.7		14.503	1.75						
5793	9/20/2014 20:00	15.2722	42.7		14.5023	1.78						
5794	9/20/2014 20:15	15.267	42.7		14.5078	1.75						
5795	9/20/2014 20:30	15.2617	42.7		14.511	1.73						
5796	9/20/2014 20:45	15.2487	42.7		14.5129	1.70						
5797	9/20/2014 21:00	15.2514	42.9		14.5126	1.70						
5798	9/20/2014 21:15	15.2488	42.9		14.5164	1.69						
5799	9/20/2014 21:30	15.2567	43.1		14.519	1.70						
5800	9/20/2014 21:45	15.2541	43.1		14.5215	1.69						
5801	9/20/2014 22:00	15.2464	43.3		14.5194	1.68						
5802	9/20/2014 22:15	15.2516	43.3		14.5232	1.68						
5803	9/20/2014 22:30	15.249	43.5		14.5251	1.67						
5804	9/20/2014 22:45	15.2465	43.5		14.5207	1.67						
5805	9/20/2014 23:00	15.2465	43.6		14.5225	1.67						
5806	9/20/2014 23:15	15.2517	43.6		14.5242	1.68						
5807	9/20/2014 23:30	15.2387	43.6		14.5257	1.65						
5808	9/20/2014 23:45	15.2361	43.6		14.5257	1.64						
5809	9/21/2014 0:00	15.2517	43.6	42.3	14.5257	1.68	1.48					
5810	9/21/2014 0:15	15.2517	43.6		14.528	1.67						
5811	9/21/2014 0:30	15.2491	43.6		14.5277	1.66						
5812	9/21/2014 0:45	15.2465	43.6		14.5293	1.65						
5813	9/21/2014 1:00	15.2568	43.5		14.527	1.68						
5814	9/21/2014 1:15	15.2594	43.5		14.5287	1.69						
5815	9/21/2014 1:30	15.2465	43.5		14.5287	1.66						
5816	9/21/2014 1:45	15.2568	43.5		14.5287	1.68						
5817	9/21/2014 2:00	15.2439	43.5		14.5287	1.65						
5818	9/21/2014 2:15	15.2465	43.5		14.5284	1.66						
5819	9/21/2014 2:30	15.262	43.3		14.5284	1.69						
5820	9/21/2014 2:45	15.2542	43.3		14.5263	1.68						
5821	9/21/2014 3:00	15.249	43.3		14.5263	1.67						
5822	9/21/2014 3:15	15.2464	43.3		14.5242	1.67						
5823	9/21/2014 3:30	15.2462	43.1		14.5263	1.66						
5824	9/21/2014 3:45	15.2514	43.1		14.5242	1.68						
5825	9/21/2014 4:00	15.2436	42.9		14.5239	1.66						
5826	9/21/2014 4:15	15.2436	42.9		14.5254	1.66						
5827	9/21/2014 4:30	15.2332	42.7		14.5226	1.64						
5828	9/21/2014 4:45	15.2358	42.7		14.522	1.65						
5829	9/21/2014 5:00	15.2382	42.5		14.5218	1.65						
5830	9/21/2014 5:15	15.2278	42.4		14.5213	1.63						
5831	9/21/2014 5:30	15.2407	42.4		14.5205	1.66						
